Ref= Margutti GRB catalogue
Spec Model= Absorbed power-law with NH_Galaxy=0.09d22 and NH_intrinsic=0.6d22 .  Time variable Photon Index
Comments= this LC is available in any energy band contained in the 0.3-10 keV range. This SN is linked to GRB060218. 
The obs extends up to      85.5625000       72.6898575   Swift-XRT     4.3419190768820278e+02   1.6518451645582132e+02: this last
bin has to be calculated manually with Ximage

time(days)       	ertime	  instrument		flux(1d-15 erg/s/cm2)		erflux 
      0.0086637        0.0000012   Swift-XRT     1.2753328171299925e+07   4.2131729216521308e+06
      0.0086660        0.0000012   Swift-XRT     1.0949325890408089e+07   3.7903986616072413e+06
      0.0086683        0.0000012   Swift-XRT     9.3807033252346627e+06   2.8863205159268542e+06
      0.0086712        0.0000017   Swift-XRT     8.1258617612434132e+06   2.2764670148944785e+06
      0.0086741        0.0000012   Swift-XRT     8.4341555961486846e+06   2.6963267174551217e+06
      0.0086770        0.0000017   Swift-XRT     5.3077258144185180e+06   1.7328616319645105e+06
      0.0086799        0.0000012   Swift-XRT     7.4894916934908899e+06   2.5007247383967978e+06
      0.0086822        0.0000012   Swift-XRT     8.4222859797478113e+06   2.6914550588230668e+06
      0.0086851        0.0000017   Swift-XRT     9.5614964834567215e+06   2.7156770165959187e+06
      0.0086880        0.0000012   Swift-XRT     8.4138083167317733e+06   2.6879756198638915e+06
      0.0086903        0.0000012   Swift-XRT     1.0279400441959295e+07   3.0523004124205499e+06
      0.0086926        0.0000012   Swift-XRT     8.4070261863189433e+06   2.6851920686965510e+06
      0.0086949        0.0000012   Swift-XRT     1.1828110935141467e+07   3.9198644330440401e+06
      0.0086972        0.0000012   Swift-XRT     7.4668857763526822e+06   2.4911233076352342e+06
      0.0086996        0.0000012   Swift-XRT     8.3968529906996991e+06   2.6810167419455410e+06
      0.0087019        0.0000012   Swift-XRT     1.1657588672164820e+07   3.3054994297287972e+06
      0.0087042        0.0000012   Swift-XRT     9.3223020414256994e+06   2.8630573467580685e+06
      0.0087065        0.0000012   Swift-XRT     9.7844612412245609e+06   2.9519067190619805e+06
      0.0087088        0.0000012   Swift-XRT     8.8490299532395508e+06   2.7684567971419934e+06
      0.0087117        0.0000017   Swift-XRT     6.5170402407943578e+06   1.9656063443562742e+06
      0.0087146        0.0000012   Swift-XRT     7.9095467953038672e+06   2.5775770406966102e+06
      0.0087169        0.0000012   Swift-XRT     1.2635606339017613e+07   4.1636205594386407e+06
      0.0087198        0.0000017   Swift-XRT     7.9027229205053113e+06   2.5185751262313258e+06
      0.0087227        0.0000012   Swift-XRT     7.4337274114100179e+06   2.4770401285678642e+06
      0.0087250        0.0000012   Swift-XRT     8.3595530497859716e+06   2.6657078766589845e+06
      0.0087279        0.0000017   Swift-XRT     7.6077819599618120e+06   2.4201387560651707e+06
      0.0087314        0.0000017   Swift-XRT     8.1959772302297996e+06   2.5632795885854876e+06
      0.0087343        0.0000012   Swift-XRT     8.8096543393589854e+06   2.7525439705300410e+06
      0.0087372        0.0000017   Swift-XRT     1.1665156840479083e+07   3.4431328899131585e+06
      0.0087401        0.0000012   Swift-XRT     1.0387235960251927e+07   3.5944021092859656e+06
      0.0087430        0.0000017   Swift-XRT     7.1024670589281404e+06   2.0727901617334508e+06
      0.0087464        0.0000017   Swift-XRT     6.1738671952582533e+06   1.8959209757696269e+06
      0.0087493        0.0000012   Swift-XRT     9.2580627608640492e+06   2.8442355137769934e+06
      0.0087516        0.0000012   Swift-XRT     9.7186649838931765e+06   2.9343718566110507e+06
      0.0087545        0.0000017   Swift-XRT     6.7856298358037742e+06   2.0156283309091802e+06
      0.0087574        0.0000012   Swift-XRT     8.3253537397354189e+06   2.6614035419925130e+06
      0.0087597        0.0000012   Swift-XRT     8.3233828718221039e+06   2.6616346904262397e+06
      0.0087626        0.0000017   Swift-XRT     6.4718248538042642e+06   1.9572292675462675e+06
      0.0087661        0.0000017   Swift-XRT     8.1899154125153469e+06   2.5231490230481764e+06
      0.0087696        0.0000017   Swift-XRT     7.3911143871896453e+06   2.1333732558304062e+06
      0.0087731        0.0000017   Swift-XRT     6.4649245956616141e+06   1.9581589683070886e+06
      0.0087759        0.0000012   Swift-XRT     8.7712246354954001e+06   2.7560707049900657e+06
      0.0087788        0.0000017   Swift-XRT     1.0102754188778816e+07   3.1898885755055058e+06
      0.0087817        0.0000012   Swift-XRT     1.0150129625685621e+07   3.0273996642904421e+06
      0.0087846        0.0000017   Swift-XRT     9.4043377529828828e+06   2.7305708805158702e+06
      0.0087881        0.0000017   Swift-XRT     9.3754373153842594e+06   2.7694697646296616e+06
      0.0087910        0.0000012   Swift-XRT     9.6795584880737793e+06   2.9396400869075023e+06
      0.0087933        0.0000012   Swift-XRT     1.0138079709065549e+07   3.0290834285295885e+06
      0.0087956        0.0000012   Swift-XRT     1.0135670969191322e+07   3.0294202701952597e+06
      0.0087985        0.0000017   Swift-XRT     8.2903559572855551e+06   2.3069306465117731e+06
      0.0088020        0.0000017   Swift-XRT     7.0596368750841515e+06   2.0789761023820573e+06
      0.0088049        0.0000012   Swift-XRT     7.8246600310194474e+06   2.5714923523878497e+06
      0.0088072        0.0000012   Swift-XRT     8.7431271111881863e+06   2.7595414842096488e+06
      0.0088095        0.0000012   Swift-XRT     9.2011003260950018e+06   2.8516025096791959e+06
      0.0088118        0.0000012   Swift-XRT     1.2074425903563224e+07   4.0266998624360892e+06
      0.0088141        0.0000012   Swift-XRT     1.1036065394876003e+07   3.2075915257223640e+06
      0.0088165        0.0000012   Swift-XRT     8.7348022148603369e+06   2.7605699948196616e+06
      0.0088188        0.0000012   Swift-XRT     7.3538699574271496e+06   2.4762809580636257e+06
      0.0088211        0.0000012   Swift-XRT     8.2711313353911461e+06   2.6677606790315164e+06
      0.0088240        0.0000017   Swift-XRT     5.5124447229104582e+06   1.7786996320268144e+06
      0.0088269        0.0000012   Swift-XRT     1.0103136993677707e+07   3.0339664114364949e+06
      0.0088292        0.0000012   Swift-XRT     1.0559853436120646e+07   3.1227394003963126e+06
      0.0088315        0.0000012   Swift-XRT     8.2622593211567616e+06   2.6688007359609855e+06
      0.0088344        0.0000017   Swift-XRT     5.8124483004462486e+06   1.8417081193433658e+06
      0.0088373        0.0000012   Swift-XRT     8.7160714201672804e+06   2.7628836996029802e+06
      0.0088402        0.0000017   Swift-XRT     1.0650678561319182e+07   3.2912712555344114e+06
      0.0088437        0.0000017   Swift-XRT     6.7237770906558577e+06   2.0242718612450971e+06
      0.0088466        0.0000012   Swift-XRT     9.1660483647615351e+06   2.8561362164225555e+06
      0.0088489        0.0000012   Swift-XRT     9.6220498235766161e+06   2.9473878893071511e+06
      0.0088512        0.0000012   Swift-XRT     8.7035827434078772e+06   2.7644262434733943e+06
      0.0088541        0.0000017   Swift-XRT     5.4953561701154280e+06   1.7807029184524480e+06
      0.0088570        0.0000012   Swift-XRT     8.2405700041476842e+06   2.6713435907765869e+06
      0.0088593        0.0000012   Swift-XRT     8.7034495166449230e+06   2.7659112777911332e+06
      0.0088622        0.0000017   Swift-XRT     6.4186878034888646e+06   1.9670181039543876e+06
      0.0088651        0.0000012   Swift-XRT     8.2598266004652027e+06   2.6744579884052654e+06
      0.0088674        0.0000012   Swift-XRT     7.3472108397254478e+06   2.4831576794781541e+06
      0.0088697        0.0000012   Swift-XRT     9.1904350796312429e+06   2.8624898007478802e+06
      0.0088720        0.0000012   Swift-XRT     8.2771736131803654e+06   2.6772017935883240e+06
      0.0088743        0.0000012   Swift-XRT     9.6634487078972589e+06   2.9555098368660989e+06
      0.0088766        0.0000012   Swift-XRT     1.3470054405217979e+07   4.2701984170889771e+06
      0.0088790        0.0000012   Swift-XRT     9.2161336340268459e+06   2.8662441309279529e+06
      0.0088813        0.0000012   Swift-XRT     1.3488845596043574e+07   4.2730547988867322e+06
      0.0088836        0.0000012   Swift-XRT     1.1267714761231672e+07   3.7784424478104482e+06
      0.0088859        0.0000012   Swift-XRT     9.6971772833853718e+06   2.9602551521179518e+06
      0.0088888        0.0000017   Swift-XRT     7.7028641243259693e+06   2.2100203889152678e+06
      0.0088917        0.0000012   Swift-XRT     8.7888949451553337e+06   2.7788893408597913e+06
      0.0088946        0.0000017   Swift-XRT     1.1986800885210868e+07   3.4967460038615172e+06
      0.0088975        0.0000012   Swift-XRT     8.8041520740489420e+06   2.7812068204013938e+06
      0.0088998        0.0000012   Swift-XRT     9.2739513846140653e+06   2.8746898195208814e+06
      0.0089021        0.0000012   Swift-XRT     7.4243016179309497e+06   2.4964537104210649e+06
      0.0089044        0.0000012   Swift-XRT     7.4294410623565447e+06   2.4973401124839257e+06
      0.0089073        0.0000017   Swift-XRT     6.1965548248110730e+06   1.9184933641724910e+06
      0.0089102        0.0000012   Swift-XRT     7.9074338188434010e+06   2.5967548111793799e+06
      0.0089131        0.0000017   Swift-XRT     6.8279883969069030e+06   2.0410106937873706e+06
      0.0089160        0.0000012   Swift-XRT     1.1377524700151296e+07   3.7971803479308616e+06
      0.0089183        0.0000012   Swift-XRT     9.7916155183952469e+06   2.9735416351428512e+06
      0.0089206        0.0000012   Swift-XRT     8.3985947085807305e+06   2.6964075416913144e+06
      0.0089229        0.0000012   Swift-XRT     1.0738925304565327e+07   3.1546099066304122e+06
      0.0089258        0.0000017   Swift-XRT     7.9446778045166861e+06   2.5465454189799172e+06
      0.0089287        0.0000012   Swift-XRT     7.4834050067806849e+06   2.5066475561885680e+06
      0.0089316        0.0000017   Swift-XRT     6.8656778040576680e+06   2.0461241589941890e+06
      0.0089345        0.0000012   Swift-XRT     1.0307351416827260e+07   3.0703843911794592e+06
      0.0089368        0.0000012   Swift-XRT     9.3767456021964774e+06   2.8897060300181461e+06
      0.0089397        0.0000017   Swift-XRT     6.5693424033952393e+06   1.9882135937621114e+06
      0.0089426        0.0000012   Swift-XRT     7.5142452260479322e+06   2.5119666346995472e+06
      0.0089455        0.0000017   Swift-XRT     1.0785302428928388e+07   3.0495512781669730e+06
      0.0089484        0.0000012   Swift-XRT     8.4679809830845445e+06   2.7073827624235488e+06
      0.0089507        0.0000012   Swift-XRT     8.0029973759110356e+06   2.6125235308427364e+06
      0.0089530        0.0000012   Swift-XRT     8.9506295708474666e+06   2.8034548016364621e+06
      0.0089553        0.0000012   Swift-XRT     1.1943090072463745e+07   3.9583021305134022e+06
      0.0089577        0.0000012   Swift-XRT     1.0849747766883411e+07   3.1691258506327812e+06
      0.0089600        0.0000012   Swift-XRT     8.0248412359651402e+06   2.6161279809144842e+06
      0.0089629        0.0000017   Swift-XRT     7.5592145876157694e+06   2.1729371635359484e+06
      0.0089658        0.0000012   Swift-XRT     1.0402754213600928e+07   3.0833282593789590e+06
      0.0089681        0.0000012   Swift-XRT     1.2461022436127678e+07   4.0426924030612097e+06
      0.0089704        0.0000012   Swift-XRT     9.9433927758241221e+06   2.9948949986646767e+06
      0.0089727        0.0000012   Swift-XRT     1.0897771574036596e+07   3.1754163742903071e+06
      0.0089750        0.0000012   Swift-XRT     1.1063987059856117e+07   3.8150731462849304e+06
      0.0089773        0.0000012   Swift-XRT     8.0578530514685549e+06   2.6207231940134079e+06
      0.0089802        0.0000017   Swift-XRT     8.2902946729745958e+06   2.7334519092647722e+06
      0.0089831        0.0000012   Swift-XRT     7.5744583938330831e+06   2.5191631003451673e+06
      0.0089854        0.0000012   Swift-XRT     8.9902059130508844e+06   2.8045459288250636e+06
      0.0089878        0.0000012   Swift-XRT     9.4586729559864569e+06   2.8953015540622571e+06
      0.0089901        0.0000012   Swift-XRT     1.1344765127319077e+07   3.2510798497753511e+06
      0.0089930        0.0000017   Swift-XRT     8.8182217083954122e+06   2.3930062376109618e+06
      0.0089964        0.0000017   Swift-XRT     7.2381336480020760e+06   2.1050854392967718e+06
      0.0089993        0.0000012   Swift-XRT     7.5481345618300103e+06   2.5079405219230466e+06
      0.0090016        0.0000012   Swift-XRT     7.5443722380441604e+06   2.5063369157862780e+06
      0.0090040        0.0000012   Swift-XRT     9.8970538431331068e+06   2.9729139150447277e+06
      0.0090063        0.0000012   Swift-XRT     1.1305276714779209e+07   3.2360558677169136e+06
      0.0090092        0.0000017   Swift-XRT     1.1246823916621905e+07   3.3628362317017489e+06
      0.0090121        0.0000012   Swift-XRT     1.2860170706119332e+07   4.0814835955416127e+06
      0.0090144        0.0000012   Swift-XRT     1.2422604278583547e+07   3.9441427901465427e+06
      0.0090167        0.0000012   Swift-XRT     1.8919356747915115e+07   5.6781681578854658e+06
      0.0090196        0.0000017   Swift-XRT     6.4717040615391843e+06   2.1776753733604434e+06
      0.0090225        0.0000012   Swift-XRT     1.1265788302239342e+07   3.2210336620153156e+06
      0.0090248        0.0000012   Swift-XRT     9.3834549019788932e+06   2.8652207273438531e+06
      0.0090271        0.0000012   Swift-XRT     9.3787555499602593e+06   2.8633411197631629e+06
      0.0090294        0.0000012   Swift-XRT     8.9053493468327355e+06   2.7701179128314378e+06
      0.0090317        0.0000012   Swift-XRT     1.1711691172422433e+07   3.2980003172866642e+06
      0.0090340        0.0000012   Swift-XRT     8.4281852608114593e+06   2.6738735670051025e+06
      0.0090369        0.0000017   Swift-XRT     7.4870190047704447e+06   2.1384134463175996e+06
      0.0090398        0.0000012   Swift-XRT     9.3528980116275307e+06   2.8530002804671992e+06
      0.0090422        0.0000012   Swift-XRT     8.8807858844575081e+06   2.7601518848285875e+06
      0.0090445        0.0000012   Swift-XRT     8.4091462682067677e+06   2.6660287311131014e+06
      0.0090468        0.0000012   Swift-XRT     1.5020857446756963e+07   4.5143315752227409e+06
      0.0090491        0.0000012   Swift-XRT     7.9339796954513984e+06   2.5688389193589953e+06
      0.0090514        0.0000012   Swift-XRT     9.3293923697501663e+06   2.8436000221176981e+06
      0.0090537        0.0000012   Swift-XRT     8.3922211402409617e+06   2.6590558643846405e+06
      0.0090560        0.0000012   Swift-XRT     1.4990614971566172e+07   4.5023687000877997e+06
      0.0090584        0.0000012   Swift-XRT     7.9179951484320546e+06   2.5621438304312960e+06
      0.0090607        0.0000012   Swift-XRT     7.4484698409094103e+06   2.4654527308598515e+06
      0.0090630        0.0000012   Swift-XRT     8.8405922582523990e+06   2.7438442629090785e+06
      0.0090653        0.0000012   Swift-XRT     8.8361264971581474e+06   2.7420321568882852e+06
      0.0090676        0.0000012   Swift-XRT     9.2964853593002763e+06   2.8304401045176061e+06
      0.0090705        0.0000017   Swift-XRT     8.8264613395949695e+06   2.6482900317148506e+06
      0.0090734        0.0000012   Swift-XRT     8.3562596842057239e+06   2.6442390499425982e+06
      0.0090757        0.0000012   Swift-XRT     9.7440322477382310e+06   2.9125426515008709e+06
